OBJECTID,CODE,DOORSTROOMBREEDTE,LAAGSTEDOORSTROOMHOOGTE,HOOGSTEDOORSTROOMHOOGTE,HOOGTECONSTRUCTIE,STATUSLEGGERWATERSYSTEEM,STATUSLEGGERWATERVEILIGHEID,INDICATOR,GEOMETRY,datakey,metadatakey
247,251BKW,5.5,15.3,15.36,15.35,Vastgesteld,Niet van toepassing,L,POINT (175938.257199999 398054.570900001),251BKW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
492,261CX,1.21,28.5,29.490000000000002,29.560000000000002,Vastgesteld,Niet van toepassing,L,POINT (188073.261 385822.916000001),261CX,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
493,211JCD,0.6,11.36,11.36,12.07,Vastgesteld,Niet van toepassing,L,POINT (171044.659000002 405722.524999999),211JCD,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
494,251CNA,2.2,19.21,19.23,19.3,Vastgesteld,Niet van toepassing,L,POINT (177958.734999999 394354.186999999),251CNA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
495,102CQV,0.58,1.2,2.58,2.63,Vastgesteld,Niet van toepassing,L,POINT (150105.373 415857.807),102CQV,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
496,211BRA,0.8200000000000001,8.55,9.36,9.540000000000001,Vastgesteld,Niet van toepassing,L,POINT (166970.340999998 408997.620000001),211BRA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
497,104FRV,2.0,8.44,9.4,9.78,Vastgesteld,Niet van toepassing,L,POINT (171150.938700002 418249.406800002),104FRV,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
498,201I,13.280000000000001,13.030000000000001,15.1,15.13,Vastgesteld,Niet van toepassing,L,POINT (172818.179000001 393758.758000001),201I,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
499,201R,3.66,23.25,24.86,25.52,Vastgesteld,Niet van toepassing,L,POINT (180029.802000001 375050.817000002),201R,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
500,234SLD,2.4,15.42,15.44,15.71,Vastgesteld,Niet van toepassing,L,POINT (171703.9531 387653.935699999),234SLD,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
501,211MOT,1.0,12.39,12.6,12.67,Vastgesteld,Niet van toepassing,L,POINT (171583.219999999 405842.986000001),211MOT,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
502,261BIA,2.8000000000000003,23.02,24.05,24.44,Vastgesteld,Niet van toepassing,L,POINT (182748.563000001 383494.291999999),261BIA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
503,205KEE,6.8,4.58,4.58,4.84,Vastgesteld,Niet van toepassing,L,POINT (158419.519000001 407325.682999998),205KEE,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
504,261BIQ,0.72,24.32,25.28,25.28,Vastgesteld,Niet van toepassing,L,POINT (183223.219999999 383378.199000001),261BIQ,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
505,251PLW,5.0,16.17,16.18,16.59,Vastgesteld,Niet van toepassing,L,POINT (176883.557999998 397814.378800001),251PLW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
506,251LWS,5.5,15.59,15.6,16.02,Vastgesteld,Niet van toepassing,L,POINT (176460.726399999 397983.326000001),251LWS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
507,261BT,1.47,27.72,29.05,29.330000000000002,Vastgesteld,Niet van toepassing,L,POINT (185380.653999999 381894.436000001),261BT,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
508,234J,1.3,19.650000000000002,19.69,20.13,Vastgesteld,Niet van toepassing,L,POINT (170892.467999998 381681.978),234J,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
509,234BDF,0.7000000000000001,15.74,15.74,15.74,Vastgesteld,Niet van toepassing,L,POINT (170859.026700001 386738.6941),234BDF,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
510,261CF,3.94,21.19,22.6,23.080000000000002,Vastgesteld,Niet van toepassing,L,POINT (181777.833000001 387522.528999999),261CF,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
511,261CJ,2.35,24.5,25.42,25.990000000000002,Vastgesteld,Niet van toepassing,L,POINT (185055.668000001 386748.793000001),261CJ,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
512,275F,5.5,22.53,23.72,24.01,Vastgesteld,Niet van toepassing,L,POINT (182940.177999999 380442.627),275F,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
513,114GSD,2.4,19.47,19.47,19.91,Vastgesteld,Niet van toepassing,L,POINT (191968.822999999 399923.552999999),114GSD,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
514,287C,4.25,22.92,23.67,24.240000000000002,Vastgesteld,Niet van toepassing,L,POINT (181636.379999999 378536.135000002),287C,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
515,234BDG,1.7,15.69,15.69,15.69,Vastgesteld,Niet van toepassing,L,POINT (170868.851599999 386747.952),234BDG,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
516,234HTD,3.0,14.82,14.84,14.84,Vastgesteld,Niet van toepassing,L,POINT (172053.919 387822.030000001),234HTD,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
517,287H,0.86,26.26,26.79,27.36,Vastgesteld,Niet van toepassing,L,POINT (186114.710000001 375548.833999999),287H,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
518,292C,2.35,24.1,25.19,25.37,Vastgesteld,Niet van toepassing,L,POINT (183170.243000001 375333.747000001),292C,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
519,205HSS,7.5,4.42,4.42,4.67,Vastgesteld,Niet van toepassing,L,POINT (158191.636 407477.114999998),205HSS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
520,201N,11.5,16.54,19.080000000000002,19.61,Vastgesteld,Niet van toepassing,L,POINT (176265.945999999 383998.611000001),201N,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
521,211JK,1.0,16.02,16.71,17.01,Vastgesteld,Niet van toepassing,L,POINT (172397.1763 407147.1796),211JK,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
522,253BH,0.61,12.620000000000001,13.15,13.700000000000001,Vastgesteld,Niet van toepassing,L,POINT (175043.704 394863.129000001),253BH,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
523,234PRG,4.95,13.83,13.83,13.89,Vastgesteld,Niet van toepassing,L,POINT (171740.8475 389663.379900001),234PRG,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
524,261BAF,1.0,16.98,17.830000000000002,17.98,Vastgesteld,Niet van toepassing,L,POINT (177857.8411 389620.3838),261BAF,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
525,217EA,1.8,8.78,9.22,9.84,Vastgesteld,Niet van toepassing,L,POINT (166204.875999998 401094.820999999),217EA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
526,232A,1.0,8.14,8.89,9.33,Vastgesteld,Niet van toepassing,L,POINT (167067.351 401106.670000002),232A,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
527,227D,1.85,8.03,9.21,9.39,Vastgesteld,Niet van toepassing,L,POINT (167997.441 403768.138999999),227D,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
528,112ESS,2.7600000000000002,10.950000000000001,12.46,12.620000000000001,Vastgesteld,Niet van toepassing,L,POINT (196113.989999998 403626.886999998),112ESS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
529,217GB,1.05,8.68,10.13,10.16,Vastgesteld,Niet van toepassing,L,POINT (166282.857999999 400071.952),217GB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
530,AKW286HV6,3.5,5.8,8.0,12.25,Vastgesteld,Vastgesteld,L,POINT (178686.983100001 420061.456900001),AKW286HV6,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
531,217PKD,5.5,6.25,7.32,7.48,Vastgesteld,Niet van toepassing,L,POINT (161393.572000001 404927.291000001),217PKD,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
532,108HOS,1.16,15.33,15.31,16.06,Vastgesteld,Niet van toepassing,L,POINT (188780.943999998 404989.254000001),108HOS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
533,204CE,3.8000000000000003,5.51,6.140000000000001,6.42,Vastgesteld,Niet van toepassing,L,POINT (163512.017000001 411240.622000001),204CE,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
534,217CWG,2.0,11.35,12.51,12.94,Vastgesteld,Niet van toepassing,L,POINT (169790.139600001 396872.616099998),217CWG,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
535,107KLW,0.5,20.92,21.81,21.82,Vastgesteld,Niet van toepassing,L,POINT (181950.739 401798.947000001),107KLW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
536,112A4,1.5,14.3,14.57,15.25,Vastgesteld,Niet van toepassing,L,POINT (197055.101 399623.449000001),112A4,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
537,103BES,2.48,2.18,2.18,2.39,Vastgesteld,Niet van toepassing,L,POINT (153817.818999998 415745.809999999),103BES,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
538,108KAM,9.78,6.54,8.07,9.61,Vastgesteld,Niet van toepassing,L,POINT (180988.57 414430.673),108KAM,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
539,201G,11.5,9.14,11.88,11.92,Vastgesteld,Niet van toepassing,L,POINT (172219.039999999 400905.083000001),201G,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
540,201Q,6.5,21.330000000000002,21.81,22.84,Vastgesteld,Niet van toepassing,L,POINT (179683.822999999 378075.074000001),201Q,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
541,204BC,1.0,4.8100000000000005,5.41,5.71,Vastgesteld,Niet van toepassing,L,POINT (157947.914000001 409114.173),204BC,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
542,204BIA,1.0,3.9,4.92,5.41,Vastgesteld,Niet van toepassing,L,POINT (158938.590999998 413008.147),204BIA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
543,204CTA,0.74,7.03,7.94,7.98,Vastgesteld,Niet van toepassing,L,POINT (164327.541999999 408183.75),204CTA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
544,204VKS,0.75,8.4,8.98,9.22,Vastgesteld,Niet van toepassing,L,POINT (165689.1259 414447.693599999),204VKS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
545,115LTH,2.65,3.45,4.95,5.62,Vastgesteld,Niet van toepassing,L,POINT (161698.938999999 423755.091499999),115LTH,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
546,234BUY,4.5,14.76,14.76,15.030000000000001,Vastgesteld,Niet van toepassing,L,POINT (172259.613899998 387636.878899999),234BUY,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
547,292WBN,1.0,24.6,25.6,25.93,Vastgesteld,Niet van toepassing,L,POINT (181151.772999998 373325.486699998),292WBN,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
548,267VOB,1.0,16.97,17.900000000000002,18.68,Vastgesteld,Niet van toepassing,L,POINT (176389.981699999 386517.458099999),267VOB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
549,201ZWV,1.3,3.7600000000000002,4.76,6.21,Vastgesteld,Niet van toepassing,L,POINT (156356.932300001 407970.713799998),201ZWV,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
550,201HAS,0.8,2.18,2.99,3.73,Vastgesteld,Niet van toepassing,L,POINT (154175.690000001 411013.033500001),201HAS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
551,275OTS,4.2,18.73,19.16,19.17,Vastgesteld,Niet van toepassing,L,POINT (178464.782000002 383295.616),275OTS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
552,267PVB,1.35,16.41,17.91,18.580000000000002,Vastgesteld,Niet van toepassing,L,POINT (176329.557 386690.101),267PVB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
553,261WPD,2.5,20.490000000000002,20.63,20.59,Vastgesteld,Niet van toepassing,L,POINT (180768.899999999 390075.568999998),261WPD,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
554,261L,1.6500000000000001,24.91,26.18,26.48,Vastgesteld,Niet van toepassing,L,POINT (185826.489999998 390188.708000001),261L,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
555,280BE,1.95,22.62,22.6,22.62,Vastgesteld,Niet van toepassing,L,POINT (176687.800000001 378805.888999999),280BE,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
556,280RKW,1.4000000000000001,17.09,18.7,20.56,Vastgesteld,Niet van toepassing,L,POINT (176764.493999999 381097.035999998),280RKW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
557,294KDN,1.3,22.72,24.12,27.060000000000002,Vastgesteld,Niet van toepassing,L,POINT (179740.842 373866.583999999),294KDN,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
558,292KSB,0.6900000000000001,25.52,26.62,26.63,Vastgesteld,Niet van toepassing,L,POINT (183625.289000001 374796.102000002),292KSB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
559,292KEW,0.5,23.650000000000002,23.990000000000002,24.07,Vastgesteld,Niet van toepassing,L,POINT (181535.056000002 375617.767999999),292KEW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
560,292KHW,0.73,23.73,24.740000000000002,24.740000000000002,Vastgesteld,Niet van toepassing,L,POINT (181599.124000002 375902.892000001),292KHW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
561,292OSW,0.8,25.94,26.650000000000002,27.09,Vastgesteld,Niet van toepassing,L,POINT (182142.265000001 373055.105),292OSW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
562,320SML,1.16,30.16,32.03,32.05,Vastgesteld,Niet van toepassing,L,POINT (192065.138999999 378669.824999999),320SML,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
563,102CLS,1.0,1.67,2.67,2.94,Vastgesteld,Niet van toepassing,L,POINT (153039.103 415156.868999999),102CLS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
564,275H,5.5,24.45,25.51,26.05,Vastgesteld,Niet van toepassing,L,POINT (185500.895 379696.980999999),275H,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
565,251HHD,6.0,27.16,29.25,29.29,Vastgesteld,Niet van toepassing,L,POINT (186967.000999998 393089.024),251HHD,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
566,251LDP,2.5,22.38,22.43,22.44,Vastgesteld,Niet van toepassing,L,POINT (181088.212000001 394996.577),251LDP,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
567,251CO,1.0,24.43,25.01,25.38,Vastgesteld,Niet van toepassing,L,POINT (183119.355999999 395324.567000002),251CO,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
568,234GST,0.5,15.05,15.56,16.88,Vastgesteld,Niet van toepassing,L,POINT (171659.184 387553.215),234GST,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
569,234VMW,1.75,16.19,16.19,17.04,Vastgesteld,Niet van toepassing,L,POINT (170986.232999999 387293.633000001),234VMW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
570,234VLW,0.8,15.450000000000001,15.450000000000001,15.94,Vastgesteld,Niet van toepassing,L,POINT (170970.811000001 387314.778000001),234VLW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
571,234VAM,1.75,15.69,15.69,17.04,Vastgesteld,Niet van toepassing,L,POINT (170986.463 387293.348000001),234VAM,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
572,234GSS,1.0,15.68,15.68,16.88,Vastgesteld,Niet van toepassing,L,POINT (171659.638999999 387552.952),234GSS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
573,234VLA,1.5,15.82,15.82,15.82,Vastgesteld,Niet van toepassing,L,POINT (171613.693999998 387580.127),234VLA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
574,261VGD,1.01,28.52,29.330000000000002,29.62,Vastgesteld,Niet van toepassing,L,POINT (187556.0295 383886.9287),261VGD,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
575,253V,2.4,27.14,28.03,29.43,Vastgesteld,Niet van toepassing,L,POINT (186969.977000002 393069.670000002),253V,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
576,204HBB,1.0,9.28,10.07,10.370000000000001,Vastgesteld,Niet van toepassing,L,POINT (166652.600000001 413032.354699999),204HBB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
577,204N,1.3,12.1,13.0,13.41,Vastgesteld,Niet van toepassing,L,POINT (168040.131999999 411506.82),204N,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
578,204EB,1.0,8.53,8.55,9.47,Vastgesteld,Niet van toepassing,L,POINT (165742.362 414482.722800002),204EB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
579,211K,6.15,9.0,10.51,10.540000000000001,Vastgesteld,Niet van toepassing,L,POINT (170227.692000002 405041.260000002),211K,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
580,254B,2.3000000000000003,11.32,13.030000000000001,13.43,Vastgesteld,Niet van toepassing,L,POINT (171076.013999999 396149.783),254B,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
581,211JID,0.84,18.94,19.900000000000002,19.93,Vastgesteld,Niet van toepassing,L,POINT (173631.800000001 408047.212000001),211JID,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
582,248B,1.94,12.48,13.51,13.69,Vastgesteld,Niet van toepassing,L,POINT (173893.350000001 399373.813000001),248B,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
583,267DML,0.9,17.400000000000002,17.400000000000002,17.41,Vastgesteld,Niet van toepassing,L,POINT (176916.18 386680.083999999),267DML,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
584,267RIV,1.0,16.93,16.93,16.93,Vastgesteld,Niet van toepassing,L,POINT (176494.217999998 386697.289999999),267RIV,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
585,114VLD,0.45,21.75,22.11,23.1,Vastgesteld,Niet van toepassing,L,POINT (186582.906 398404.938999999),114VLD,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
586,267RSN,0.9500000000000001,18.63,18.650000000000002,18.64,Vastgesteld,Niet van toepassing,L,POINT (177134.671999998 386795.208999999),267RSN,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
587,267VST,1.0,16.85,16.85,16.85,Vastgesteld,Niet van toepassing,L,POINT (176639.868000001 386703.578000002),267VST,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
588,275BHW,0.7000000000000001,20.44,20.77,20.77,Vastgesteld,Niet van toepassing,L,POINT (178274.070999999 383566.008000001),275BHW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
589,108MDS,1.81,9.31,10.040000000000001,10.49,Vastgesteld,Niet van toepassing,L,POINT (188393.960000001 412359.054000001),108MDS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
590,267DRW,1.3900000000000001,17.66,18.51,18.68,Vastgesteld,Niet van toepassing,L,POINT (176397.899 385297.842999998),267DRW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
591,211MK,1.25,18.92,20.1,20.09,Vastgesteld,Niet van toepassing,L,POINT (176746.840100002 402028.916700002),211MK,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
592,203MLN,0.8,4.83,5.54,6.6000000000000005,Vastgesteld,Niet van toepassing,L,POINT (156920.452 407394.875),203MLN,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
593,117KVL,0.99,1.53,2.39,2.7,Vastgesteld,Niet van toepassing,L,POINT (146140.045000002 414520.238000002),117KVL,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
594,205BSR,1.11,0.9500000000000001,2.0100000000000002,3.0500000000000003,Vastgesteld,Niet van toepassing,L,POINT (153160.239 411248.289999999),205BSR,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
595,202HML,0.18,3.0100000000000002,3.0,3.29,Vastgesteld,Niet van toepassing,L,POINT (152429.164999999 411694.372000001),202HML,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
596,108VKW,0.61,10.23,11.14,11.14,Vastgesteld,Niet van toepassing,L,POINT (187487.333999999 408124.631000001),108VKW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
597,203H,4.2,4.2,5.46,5.8100000000000005,Vastgesteld,Niet van toepassing,L,POINT (156178.305 407620.316),203H,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
598,232AA,1.0,8.290000000000001,9.22,9.6,Vastgesteld,Niet van toepassing,L,POINT (167281.6446 401319.02),232AA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
599,201ASW,0.5,4.08,4.63,4.92,Vastgesteld,Niet van toepassing,L,POINT (156641.1789 408118.202100001),201ASW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
600,114DZS,2.81,15.92,16.48,17.03,Vastgesteld,Niet van toepassing,L,POINT (190011.624000002 402857.432999998),114DZS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
601,108CP,0.76,16.87,17.66,18.1,Vastgesteld,Niet van toepassing,L,POINT (183644.272999998 406424.076000001),108CP,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
602,114VPW,0.6,22.78,23.59,23.63,Vastgesteld,Niet van toepassing,L,POINT (190716.897999998 397187.407000002),114VPW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
603,203HE,0.91,5.05,5.93,6.22,Vastgesteld,Niet van toepassing,L,POINT (157365.469999999 407213.162),203HE,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
604,287CA,0.85,23.92,24.63,25.05,Vastgesteld,Niet van toepassing,L,POINT (182183.0 378911.719999999),287CA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
605,108DZS,0.5,9.38,10.21,10.290000000000001,Vastgesteld,Niet van toepassing,L,POINT (186033.2093 409218.139600001),108DZS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
606,250D,0.85,14.46,15.18,15.48,Vastgesteld,Niet van toepassing,L,POINT (175232.574000001 398793.506999999),250D,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
607,108HNS,1.1500000000000001,14.69,14.700000000000001,15.030000000000001,Vastgesteld,Niet van toepassing,L,POINT (189053.581999999 405115.324999999),108HNS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
608,114BSS,1.5,14.36,15.34,15.69,Vastgesteld,Niet van toepassing,L,POINT (195500.256000001 400926.807999998),114BSS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
609,211GA,1.5,7.15,8.09,8.6,Vastgesteld,Niet van toepassing,L,POINT (165741.365200002 406041.456999999),211GA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
610,114DYK,0.8,13.61,14.17,14.73,Vastgesteld,Niet van toepassing,L,POINT (194601.414000001 402834.035),114DYK,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
611,280B,4.2,20.19,21.04,21.79,Vastgesteld,Niet van toepassing,L,POINT (176578.463 380279.732999999),280B,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
612,107GBA,0.62,20.43,21.34,21.400000000000002,Vastgesteld,Niet van toepassing,L,POINT (180675.647 401086.357999999),107GBA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
613,112ETS,0.4,12.57,13.01,13.74,Vastgesteld,Niet van toepassing,L,POINT (195806.329999998 403628.280000001),112ETS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
248,201M,8.0,15.48,17.26,17.87,Vastgesteld,Niet van toepassing,L,POINT (175677.249000002 385561.342999998),201M,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
249,251LVS,8.0,16.53,16.57,16.61,Vastgesteld,Niet van toepassing,L,POINT (176595.372699998 397905.001800001),251LVS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
250,204BB,0.97,4.67,5.34,5.5600000000000005,Vastgesteld,Niet van toepassing,L,POINT (157569.057999998 409439.153999999),204BB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
251,204CH,0.84,6.76,7.41,7.86,Vastgesteld,Niet van toepassing,L,POINT (164520.674699999 409838.7236),204CH,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
252,204DB,1.0,5.3,6.0600000000000005,6.18,Vastgesteld,Niet van toepassing,L,POINT (163141.545000002 412493.853999998),204DB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
253,261GBW,1.5,25.77,26.84,27.14,Vastgesteld,Niet van toepassing,L,POINT (186387.4496 390371.203600001),261GBW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
254,261OKK,1.5,26.67,27.23,27.45,Vastgesteld,Niet van toepassing,L,POINT (187113.377999999 390608.375500001),261OKK,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
255,211MSH,0.75,12.94,14.17,14.41,Vastgesteld,Niet van toepassing,L,POINT (172971.904599998 404869.173999999),211MSH,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
256,242WMW,0.73,9.73,10.85,10.85,Vastgesteld,Niet van toepassing,L,POINT (170880.827799998 401136.865499999),242WMW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
257,234BUS,5.0,14.71,14.700000000000001,14.89,Vastgesteld,Niet van toepassing,L,POINT (172252.702599999 387647.5997),234BUS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
258,292ZLB,1.0,25.310000000000002,25.990000000000002,26.240000000000002,Vastgesteld,Niet van toepassing,L,POINT (180929.483800001 372191.189800002),292ZLB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
259,251LDW,5.5,15.58,15.64,15.620000000000001,Vastgesteld,Niet van toepassing,L,POINT (176187.5517 397990.515000001),251LDW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
260,292VBN,1.0,25.55,26.28,26.71,Vastgesteld,Niet van toepassing,L,POINT (182596.713 373298.026299998),292VBN,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
261,234GGR,1.0,15.85,15.85,15.85,Vastgesteld,Niet van toepassing,L,POINT (173307.427000001 385656.2608),234GGR,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
262,204WSG,0.6,4.14,4.75,5.15,Vastgesteld,Niet van toepassing,L,POINT (156831.170600001 410102.993999999),204WSG,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
263,261BE,4.8100000000000005,19.62,20.6,21.01,Vastgesteld,Niet van toepassing,L,POINT (179179.921999998 386785.142999999),261BE,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
264,204BH,0.8,4.73,5.53,5.86,Vastgesteld,Niet van toepassing,L,POINT (158259.348000001 410090.032000002),204BH,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
265,234LHA,6.0,13.75,13.790000000000001,13.8,Vastgesteld,Niet van toepassing,L,POINT (170756.2553 391257.261100002),234LHA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
266,108ZTD,0.75,17.1,18.01,18.46,Vastgesteld,Niet van toepassing,L,POINT (183576.75 406350.390000001),108ZTD,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
