OBJECTID,CODE,DOORSTROOMBREEDTE,LAAGSTEDOORSTROOMHOOGTE,HOOGSTEDOORSTROOMHOOGTE,HOOGTECONSTRUCTIE,STATUSLEGGERWATERSYSTEEM,STATUSLEGGERWATERVEILIGHEID,INDICATOR,GEOMETRY,datakey,metadatakey
1758,104FMW,0.81,7.3,7.88,8.2,Vastgesteld,Niet van toepassing,L,POINT (174810.673999999 418003.471999999),104FMW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1759,105BGA,1.0,16.82,17.650000000000002,17.88,Vastgesteld,Niet van toepassing,L,POINT (177205.541999999 411204.192000002),105BGA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1760,105ADS,2.5,15.63,16.41,16.81,Vastgesteld,Niet van toepassing,L,POINT (177571.295000002 412166.372000001),105ADS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1761,114OPW,1.06,20.51,20.51,21.98,Vastgesteld,Niet van toepassing,L,POINT (190580.370000001 398726.112),114OPW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1762,105AES,1.0,16.39,17.31,17.46,Vastgesteld,Niet van toepassing,L,POINT (176245.195999999 411707.012699999),105AES,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1763,105BZV,0.8200000000000001,14.18,15.39,15.63,Vastgesteld,Niet van toepassing,L,POINT (176578.384 413637.927999999),105BZV,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1764,105OMS,0.9,10.26,10.99,11.3,Vastgesteld,Niet van toepassing,L,POINT (177981.607999999 415219.285),105OMS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1765,105OQS,0.9,13.32,13.98,14.06,Vastgesteld,Niet van toepassing,L,POINT (178492.101 414221.583000001),105OQS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1766,211MLB,0.72,20.09,20.7,20.96,Vastgesteld,Niet van toepassing,L,POINT (178210.386599999 402121.190299999),211MLB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1767,105OXS,0.9,9.64,10.61,10.47,Vastgesteld,Niet van toepassing,L,POINT (178877.397999998 414978.594000001),105OXS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1768,105PBK,0.61,14.88,15.780000000000001,15.790000000000001,Vastgesteld,Niet van toepassing,L,POINT (175817.140000001 413495.883000001),105PBK,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1769,105PCL,0.65,16.76,17.66,17.67,Vastgesteld,Niet van toepassing,L,POINT (173412.287999999 414387.475000002),105PCL,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1770,106UHA,0.5700000000000001,7.91,8.78,8.76,Vastgesteld,Niet van toepassing,L,POINT (184216.758000001 416441.601),106UHA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1771,108KGS,0.9,8.14,8.94,9.3,Vastgesteld,Niet van toepassing,L,POINT (182476.670000002 413275.254000001),108KGS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1772,105DHA,1.01,15.14,16.15,16.490000000000002,Vastgesteld,Niet van toepassing,L,POINT (176152.826000001 412838.848999999),105DHA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1773,107ECR,1.5,17.71,18.46,18.740000000000002,Vastgesteld,Niet van toepassing,L,POINT (177949.767000001 408709.594000001),107ECR,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1774,104FKV,0.99,11.03,12.06,12.56,Vastgesteld,Niet van toepassing,L,POINT (170403.166999999 416973.105999999),104FKV,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1775,104FKW,1.35,6.59,7.26,7.91,Vastgesteld,Niet van toepassing,L,POINT (176859.241999999 418640.741),104FKW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1776,104FRW,0.8200000000000001,6.23,7.09,7.33,Vastgesteld,Niet van toepassing,L,POINT (174427.557999998 418751.888999999),104FRW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1777,105ACS,3.0,15.26,15.97,16.34,Vastgesteld,Niet van toepassing,L,POINT (177156.850000001 412811.846999999),105ACS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1778,105HOO,1.8,7.15,8.59,9.1,Vastgesteld,Niet van toepassing,L,POINT (179151.377999999 416266.046999998),105HOO,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1779,105PAS,1.35,8.64,9.64,10.19,Vastgesteld,Niet van toepassing,L,POINT (178893.284000002 415625.368999999),105PAS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1780,107ECF,0.38,17.43,18.13,18.14,Vastgesteld,Niet van toepassing,L,POINT (180697.737 406070.298),107ECF,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1781,107EQS,1.0,16.48,16.98,17.0,Vastgesteld,Niet van toepassing,L,POINT (179251.760000002 409638.57),107EQS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1782,107FGS,1.0,9.950000000000001,10.69,10.700000000000001,Vastgesteld,Niet van toepassing,L,POINT (180974.943 413180.293000001),107FGS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1783,292PLW,0.5700000000000001,23.55,24.02,24.79,Vastgesteld,Niet van toepassing,L,POINT (180702.671999998 373216.576000001),292PLW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1784,258HVW,1.5,11.63,13.19,15.38,Vastgesteld,Niet van toepassing,L,POINT (173116.98 392233.032000002),258HVW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1785,108GAS,1.0,10.73,11.32,11.77,Vastgesteld,Niet van toepassing,L,POINT (184285.471999999 409326.782000002),108GAS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1786,211DWL,0.25,7.65,7.9,9.36,Vastgesteld,Niet van toepassing,L,POINT (167205.335499998 407180.169300001),211DWL,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1787,108KLS,1.36,8.64,9.24,9.71,Vastgesteld,Niet van toepassing,L,POINT (183945.234999999 411464.526999999),108KLS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1788,108RSB,0.58,7.49,8.33,8.34,Vastgesteld,Niet van toepassing,L,POINT (179396.431000002 416816.188999999),108RSB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1789,104FPX,0.61,8.39,9.27,9.27,Vastgesteld,Niet van toepassing,L,POINT (174606.009 417532.169),104FPX,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1790,104FCV,1.1,13.56,14.27,14.280000000000001,Vastgesteld,Niet van toepassing,L,POINT (171486.085000001 416480.686000001),104FCV,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1791,105AFS,0.86,16.75,17.71,18.03,Vastgesteld,Niet van toepassing,L,POINT (175950.670000002 411532.309999999),105AFS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
